ΗΜΕΡΟΜΗΝΙΑ ΥΠΟΒΟΛΗΣ ΑΙΤΗΣΗΣ,AΡΙΘΜΟΣ ΜΗΤΡΩΟΥ ΑΔΕΙΩΝ,ΗΜΕΡΟΜΗΝΙΑ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΗΜΕΡΟΜΗΝΙΑ ΛΗΞΗΣ ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΠΕΡΙΦΕΡΕΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,ΔΗΜΟΣ,ΜΕΓΙΣΤΗ ΙΣΧΥΣ (MW),ΤΕΧΝΟΛΟΓΙΑ,ΜΗΝΑΣ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΕΒΔΟΜΑΔΑ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΔΙΑΣΤΗΜΑ ΕΓΚΡΙΣΗΣ ΣΕ ΜΗΝΕΣ,ΔΙΑΣΤΗΜΑ ΕΓΚΡΙΣΗΣ ΣΕ ΕΒΔΟΜΑΔΕΣ,ΔΙΑΡΚΕΙΑ ΑΔΕΙΑΣ ΣΕ ΜΗΝΕΣ,ΔΙΑΡΚΕΙΑ ΑΔΕΙΑΣ ΣΕ ΕΒΔΟΜΑΔΕΣ
2019-12-02 00:00:00,ΑΔ-07040,2021-02-16 00:00:00,2046-02-16 18:00:00,ΑΤΤΙΚΗΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,"ΚΡΩΠΙΑΣ,ΣΑΡΩΝΙΚΟΥ",9.504,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,63,300,1304
2019-12-02 00:00:00,ΑΔ-07039,2021-02-16 00:00:00,2046-02-16 18:00:00,ΘΕΣΣΑΛΙΑΣ,ΜΑΓΝΗΣΙΑΣ,ΑΛΜΥΡΟΥ,31.878,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,63,300,1304
2019-12-02 00:00:00,ΑΔ-07038,2021-02-16 00:00:00,2046-02-16 18:00:00,ΑΤΤΙΚΗΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΚΡΩΠΙΑΣ,6.644,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,63,300,1304
2018-12-10 00:00:00,ΑΔ-07043,2021-02-16 00:00:00,2046-02-16 18:00:00,ΘΕΣΣΑΛΙΑΣ,ΤΡΙΚΑΛΩΝ,ΜΕΤΕΩΡΩΝ,21.0,ΑΙΟΛΙΚΑ,2021-02,2021-07,26,114,300,1304
2019-12-02 00:00:00,ΑΔ-07036,2021-02-16 00:00:00,2046-02-16 18:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΒΟΪΟΥ,9.999,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,63,300,1304
2019-12-12 00:00:00,ΑΔ-07035,2021-02-16 00:00:00,2046-02-16 18:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΓΡΕΒΕΝΩΝ,ΔΕΣΚΑΤΗΣ,55.2,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,61,300,1304
2019-12-10 00:00:00,ΑΔ-07034,2021-02-16 00:00:00,2046-02-16 18:00:00,ΘΕΣΣΑΛΙΑΣ,ΚΑΡΔΙΤΣΑΣ,ΣΟΦΑΔΩΝ,2.999,ΒΙΟΜΑΖΑ-ΒΙΟΑΕΡΙΟ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07033,2021-02-16 00:00:00,2046-02-16 18:00:00,ΗΠΕΙΡΟΥ,"ΙΩΑΝΝΙΝΩΝ,ΠΡΕΒΕΖΑΣ","ΔΩΔΩΝΗΣ,ΖΗΡΟΥ",138.0,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07032,2021-02-16 00:00:00,2046-02-16 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΕΥΡΥΤΑΝΙΑΣ,ΚΑΡΠΕΝΗΣΙΟΥ,0.98477,ΜΥΗΕ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07031,2021-02-16 00:00:00,2046-02-16 18:00:00,Κ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,"ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ",23.7024,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-02 00:00:00,ΑΔ-07037,2021-02-16 00:00:00,2046-02-16 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,12.606,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,63,300,1304
2019-12-10 00:00:00,ΑΔ-07059,2021-02-17 00:00:00,2046-02-17 18:00:00,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΑΡΑΝΕΣΤΙΟΥ,14.999625,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07058,2021-02-17 00:00:00,2046-02-17 18:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,30.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-09 00:00:00,ΑΔ-07056,2021-02-17 00:00:00,2046-02-17 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,"ΦΩΚΙΔΑΣ,ΦΘΙΩΤΙΔΑΣ","ΔΕΛΦΩΝ,ΛΑΜΙΕΩΝ",23.4,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-09 00:00:00,ΑΔ-07055,2021-02-17 00:00:00,2046-02-17 18:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,27.3,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-09 00:00:00,ΑΔ-07051,2021-02-17 00:00:00,2046-02-17 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,"ΦΩΚΙΔΑΣ,ΦΘΙΩΤΙΔΑΣ","ΔΕΛΦΩΝ,ΛΑΜΙΕΩΝ",15.6,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-09 00:00:00,ΑΔ-07047,2021-02-17 00:00:00,2046-02-17 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΟΒΑΣ - ΑΝΤΙΚΥΡΑΣ,19.5,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-09 00:00:00,ΑΔ-07049,2021-02-17 00:00:00,2046-02-17 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,"ΦΩΚΙΔΑΣ,ΦΘΙΩΤΙΔΑΣ","ΔΩΡΙΔΟΣ,ΜΑΚΡΑΚΩΜΗΣ",11.7,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-09 00:00:00,ΑΔ-07048,2021-02-17 00:00:00,2046-02-17 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,"ΦΩΚΙΔΑΣ,ΦΘΙΩΤΙΔΑΣ","ΔΩΡΙΔΟΣ,ΜΑΚΡΑΚΩΜΗΣ",23.4,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-09 00:00:00,ΑΔ-07046,2021-02-17 00:00:00,2046-02-17 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΟΒΑΣ - ΑΝΤΙΚΥΡΑΣ,15.6,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-09 00:00:00,ΑΔ-07053,2021-02-17 00:00:00,2046-02-17 18:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,"ΚΟΖΑΝΗΣ,ΓΡΕΒΕΝΩΝ","ΚΟΖΑΝΗΣ,ΓΡΕΒΕΝΩΝ,ΒΟΪΟΥ",27.3,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-09 00:00:00,ΑΔ-07054,2021-02-17 00:00:00,2046-02-17 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,"ΦΩΚΙΔΑΣ,ΦΘΙΩΤΙΔΑΣ","ΔΕΛΦΩΝ,ΛΑΜΙΕΩΝ",31.2,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-09 00:00:00,ΑΔ-07050,2021-02-17 00:00:00,2046-02-17 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,"ΦΩΚΙΔΑΣ,ΦΘΙΩΤΙΔΑΣ","ΔΩΡΙΔΟΣ,ΜΑΚΡΑΚΩΜΗΣ",23.4,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-09 00:00:00,ΑΔ-07052,2021-02-17 00:00:00,2046-02-17 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΛΕΒΑΔΕΩΝ,23.4,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07079,2021-02-17 00:00:00,2046-02-17 18:00:00,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΑΡΑΝΕΣΤΙΟΥ,9.99975,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2013-09-10 00:00:00,ΑΔ-04387,2021-02-17 00:00:00,2046-02-17 00:00:00,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,"ΜΑΡΩΝΕΙΑΣ, ΣΑΠΠΩΝ ",16.8,ΑΙΟΛΙΚΑ,2021-02,2021-07,89,388,299,1304
2019-12-02 00:00:00,ΑΔ-07093,2021-02-17 00:00:00,2046-02-17 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,23.76,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,63,300,1304
2019-12-02 00:00:00,ΑΔ-07094,2021-02-17 00:00:00,2046-02-17 18:00:00,ΘΕΣΣΑΛΙΑΣ,ΛΑΡΙΣΑΣ,"ΕΛΑΣΣΟΝΑΣ,ΤΥΡΝΑΒΟΥ",102.388,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,63,300,1304
2019-12-02 00:00:00,ΑΔ-07095,2021-02-17 00:00:00,2046-02-17 18:00:00,Δ ΕΛΛΑΔΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΑΚΤΙΟΥ - ΒΟΝΙΤΣΑΣ,49.852,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,63,300,1304
2019-12-10 00:00:00,ΑΔ-07060,2021-02-17 00:00:00,2046-02-17 18:00:00,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,49.9995,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-03 00:00:00,ΑΔ-07097,2021-02-17 00:00:00,2046-02-17 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,30.404,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,63,300,1304
2019-12-03 00:00:00,ΑΔ-07098,2021-02-17 00:00:00,2046-02-17 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,18.612,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,63,300,1304
2019-12-03 00:00:00,ΑΔ-07099,2021-02-17 00:00:00,2046-02-17 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,17.952,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,63,300,1304
2018-12-10 00:00:00,ΑΔ-07100,2021-02-17 00:00:00,2046-02-17 18:00:00,ΘΕΣΣΑΛΙΑΣ,ΤΡΙΚΑΛΩΝ,"ΠΥΛΗΣ,ΜΕΤΕΩΡΩΝ",3.0,ΑΙΟΛΙΚΑ,2021-02,2021-07,26,114,300,1304
2018-12-10 00:00:00,ΑΔ-07101,2021-02-17 00:00:00,2046-02-17 18:00:00,ΘΕΣΣΑΛΙΑΣ,ΤΡΙΚΑΛΩΝ,"ΠΥΛΗΣ,ΜΕΤΕΩΡΩΝ",3.0,ΑΙΟΛΙΚΑ,2021-02,2021-07,26,114,300,1304
2018-12-10 00:00:00,ΑΔ-07102,2021-02-17 00:00:00,2046-02-17 18:00:00,ΘΕΣΣΑΛΙΑΣ,ΤΡΙΚΑΛΩΝ,ΜΕΤΕΩΡΩΝ,3.0,ΑΙΟΛΙΚΑ,2021-02,2021-07,26,114,300,1304
2018-12-10 00:00:00,ΑΔ-07103,2021-02-17 00:00:00,2046-02-17 18:00:00,ΘΕΣΣΑΛΙΑΣ,ΤΡΙΚΑΛΩΝ,ΜΕΤΕΩΡΩΝ,3.0,ΑΙΟΛΙΚΑ,2021-02,2021-07,26,114,300,1304
2018-12-10 00:00:00,ΑΔ-07104,2021-02-17 00:00:00,2046-02-17 18:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΕΟΡΔΑΙΑΣ,3.0,ΑΙΟΛΙΚΑ,2021-02,2021-07,26,114,300,1304
2018-12-10 00:00:00,ΑΔ-07105,2021-02-17 00:00:00,2046-02-17 18:00:00,ΘΕΣΣΑΛΙΑΣ,ΤΡΙΚΑΛΩΝ,"ΠΥΛΗΣ,ΜΕΤΕΩΡΩΝ",3.0,ΑΙΟΛΙΚΑ,2021-02,2021-07,26,114,300,1304
2019-12-09 00:00:00,ΑΔ-07106,2021-02-17 00:00:00,2046-02-17 18:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΕΟΡΔΑΙΑΣ,23.4,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-09 00:00:00,ΑΔ-07107,2021-02-17 00:00:00,2046-02-17 18:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,15.6,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-09 00:00:00,ΑΔ-07108,2021-02-17 00:00:00,2046-02-17 18:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,23.4,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2019-09-10 00:00:00,ΑΔ-07110,2021-02-17 00:00:00,2046-02-17 18:00:00,ΘΕΣΣΑΛΙΑΣ,ΚΑΡΔΙΤΣΑΣ,ΠΑΛΑΜΑ,20.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,17,75,300,1304
2019-09-10 00:00:00,ΑΔ-07111,2021-02-17 00:00:00,2046-02-17 18:00:00,ΘΕΣΣΑΛΙΑΣ,"ΚΑΡΔΙΤΣΑΣ,ΛΑΡΙΣΑΣ","ΛΑΡΙΣΑΙΩΝ,ΠΑΛΑΜΑ",15.00525,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,17,75,300,1304
2019-12-03 00:00:00,ΑΔ-07112,2021-02-17 00:00:00,2046-02-17 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,17.93,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,63,300,1304
2019-12-02 00:00:00,ΑΔ-07092,2021-02-17 00:00:00,2046-02-17 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,17.974,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,63,300,1304
2019-12-02 00:00:00,ΑΔ-07090,2021-02-17 00:00:00,2046-02-17 18:00:00,ΘΕΣΣΑΛΙΑΣ,ΤΡΙΚΑΛΩΝ,ΦΑΡΚΑΔΟΝΑΣ,49.918,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,63,300,1304
2019-12-03 00:00:00,ΑΔ-07096,2021-02-17 00:00:00,2046-02-17 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,13.46352,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,63,300,1304
2019-12-02 00:00:00,ΑΔ-07086,2021-02-17 00:00:00,2046-02-17 18:00:00,Δ ΕΛΛΑΔΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,"ΑΚΤΙΟΥ - ΒΟΝΙΤΣΑΣ,ΑΜΦΙΛΟΧΙΑΣ",15.928,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,63,300,1304
2019-12-10 00:00:00,ΑΔ-07062,2021-02-17 00:00:00,2046-02-17 18:00:00,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,24.99975,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07063,2021-02-17 00:00:00,2046-02-17 18:00:00,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΑΡΑΝΕΣΤΙΟΥ,18.99975,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07064,2021-02-17 00:00:00,2046-02-17 18:00:00,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,7.9995,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07067,2021-02-17 00:00:00,2046-02-17 18:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,4.2,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-02 00:00:00,ΑΔ-07087,2021-02-17 00:00:00,2046-02-17 18:00:00,ΗΠΕΙΡΟΥ,ΙΩΑΝΝΙΝΩΝ,ΠΩΓΩΝΙΟΥ,39.028,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,63,300,1304
2019-12-10 00:00:00,ΑΔ-07069,2021-02-17 00:00:00,2046-02-17 18:00:00,ΘΕΣΣΑΛΙΑΣ,ΜΑΓΝΗΣΙΑΣ,"ΒΟΛΟΥ,ΡΗΓΑ ΦΕΡΑΙΟΥ",109.9995,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07070,2021-02-17 00:00:00,2046-02-17 18:00:00,ΘΕΣΣΑΛΙΑΣ,"ΚΑΡΔΙΤΣΑΣ,ΛΑΡΙΣΑΣ","ΛΑΡΙΣΑΙΩΝ,ΠΑΛΑΜΑ",49.9995,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07071,2021-02-17 00:00:00,2046-02-17 18:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΕΟΡΔΑΙΑΣ,79.999875,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07072,2021-02-17 00:00:00,2046-02-17 18:00:00,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,13.5,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07068,2021-02-17 00:00:00,2046-02-17 18:00:00,Κ ΜΑΚΕΔΟΝΙΑΣ,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΛΑΓΚΑΔΑ,14.124,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07074,2021-02-17 00:00:00,2046-02-17 18:00:00,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,7.9995,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07073,2021-02-17 00:00:00,2046-02-17 18:00:00,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,9.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07084,2021-02-17 00:00:00,2046-02-17 18:00:00,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,3.0,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07083,2021-02-17 00:00:00,2046-02-17 18:00:00,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,3.0,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07082,2021-02-17 00:00:00,2046-02-17 18:00:00,ΗΠΕΙΡΟΥ,"ΠΡΕΒΕΖΑΣ,ΙΩΑΝΝΙΝΩΝ,ΘΕΣΠΡΩΤΙΑΣ","ΖΗΡΟΥ,ΔΩΔΩΝΗΣ,ΠΡΕΒΕΖΑΣ,ΣΟΥΛΙΟΥ",117.6,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07061,2021-02-17 00:00:00,2046-02-17 18:00:00,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,13.999875,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07080,2021-02-17 00:00:00,2046-02-17 18:00:00,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,36.4995,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07078,2021-02-17 00:00:00,2046-02-17 18:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,50.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07077,2021-02-17 00:00:00,2046-02-17 18:00:00,ΘΕΣΣΑΛΙΑΣ,ΜΑΓΝΗΣΙΑΣ,"ΒΟΛΟΥ,ΡΗΓΑ ΦΕΡΑΙΟΥ",124.9995,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07076,2021-02-17 00:00:00,2046-02-17 18:00:00,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΑΡΑΝΕΣΤΙΟΥ,13.999875,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07081,2021-02-17 00:00:00,2046-02-17 18:00:00,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,23.4,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-09 00:00:00,ΑΔ-07113,2021-02-18 00:00:00,2046-02-18 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΔΟΜΟΚΟΥ,24.5376,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07117,2021-02-18 00:00:00,2046-02-18 18:00:00,ΘΕΣΣΑΛΙΑΣ,ΤΡΙΚΑΛΩΝ,ΤΡΙΚΚΑΙΩΝ,40.495,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07118,2021-02-18 00:00:00,2046-02-18 18:00:00,ΘΕΣΣΑΛΙΑΣ,ΤΡΙΚΑΛΩΝ,ΤΡΙΚΚΑΙΩΝ,50.803,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07119,2021-02-18 00:00:00,2046-02-18 18:00:00,ΘΕΣΣΑΛΙΑΣ,ΤΡΙΚΑΛΩΝ,ΤΡΙΚΚΑΙΩΝ,52.005,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07120,2021-02-18 00:00:00,2046-02-18 18:00:00,ΘΕΣΣΑΛΙΑΣ,ΛΑΡΙΣΑΣ,"ΛΑΡΙΣΑΙΩΝ,ΤΕΜΠΩΝ",74.005,ΦΩΤΟΒΟΛΤΑΪΚΑ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07121,2021-02-18 00:00:00,2046-02-18 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΕΥΡΥΤΑΝΙΑΣ,ΑΓΡΑΦΩΝ,1.61124,ΜΥΗΕ,2021-02,2021-07,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-07123,2021-02-18 00:00:00,2046-02-18 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΕΥΡΥΤΑΝΙΑΣ,ΑΓΡΑΦΩΝ,1.13998,ΜΥΗΕ,2021-02,2021-07,14,62,300,1304
