ΗΜΕΡΟΜΗΝΙΑ ΥΠΟΒΟΛΗΣ ΑΙΤΗΣΗΣ,AΡΙΘΜΟΣ ΜΗΤΡΩΟΥ ΑΔΕΙΩΝ,ΗΜΕΡΟΜΗΝΙΑ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΗΜΕΡΟΜΗΝΙΑ ΛΗΞΗΣ ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΠΕΡΙΦΕΡΕΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,ΔΗΜΟΣ,ΜΕΓΙΣΤΗ ΙΣΧΥΣ (MW),ΤΕΧΝΟΛΟΓΙΑ,ΜΗΝΑΣ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΕΒΔΟΜΑΔΑ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΔΙΑΣΤΗΜΑ ΕΓΚΡΙΣΗΣ ΣΕ ΜΗΝΕΣ,ΔΙΑΣΤΗΜΑ ΕΓΚΡΙΣΗΣ ΣΕ ΕΒΔΟΜΑΔΕΣ,ΔΙΑΡΚΕΙΑ ΑΔΕΙΑΣ ΣΕ ΜΗΝΕΣ,ΔΙΑΡΚΕΙΑ ΑΔΕΙΑΣ ΣΕ ΕΒΔΟΜΑΔΕΣ
2021-10-05 00:00:00,ΑΔ-09313,2022-01-31 00:00:00,2047-01-31 00:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΕΥΡΥΤΑΝΙΑΣ,ΚΑΡΠΕΝΗΣΙΟΥ,0.95,ΜΥΗΕ,2022-01,2022-05,3,16,299,1304
2021-10-06 00:00:00,ΑΔ-09317,2022-02-01 00:00:00,2047-02-01 00:00:00,ΘΕΣΣΑΛΙΑΣ,"ΛΑΡΙΣΑΣ,ΠΙΕΡΙΑΣ","ΕΛΑΣΣΟΝΑΣ,ΚΑΤΕΡΙΝΗΣ",0.95,ΜΥΗΕ,2022-02,2022-05,3,16,299,1304
2021-10-06 00:00:00,ΑΔ-09320,2022-02-02 00:00:00,2047-02-02 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΤΡΙΚΑΛΩΝ,ΠΥΛΗΣ,0.95,ΜΥΗΕ,2022-02,2022-05,3,17,299,1304
2021-10-06 00:00:00,ΑΔ-09323,2022-02-03 00:00:00,2047-02-03 00:00:00,Δ ΕΛΛΑΔΑΣ,ΑΧΑΪΑΣ,ΣΥΜΠΟΛΙΤΕΙΑΣ,1.0,ΜΥΗΕ,2022-02,2022-05,3,17,299,1304
2020-12-17 00:00:00,ΑΔ-09349,2022-02-18 00:00:00,2047-02-18 00:00:00,ΗΠΕΙΡΟΥ,ΙΩΑΝΝΙΝΩΝ,ΜΕΤΣΟΒΟΥ,3.0,ΑΙΟΛΙΚΑ,2022-02,2022-07,14,61,299,1304
2021-02-04 00:00:00,ΑΔ-09349,2022-02-18 00:00:00,2047-02-18 00:00:00,ΗΠΕΙΡΟΥ,ΙΩΑΝΝΙΝΩΝ,ΜΕΤΣΟΒΟΥ,3.0,ΑΙΟΛΙΚΑ,2022-02,2022-07,12,54,299,1304
2022-02-01 00:00:00,ΑΔ-010003,2022-09-02 09:24:51,2047-09-02 09:24:51,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΞΑΝΘΗΣ,ΜΥΚΗΣ,16.8,ΑΙΟΛΙΚΑ,2022-09,2022-35,7,30,299,1304
2022-02-04 00:00:00,ΑΔ-010008,2022-09-02 09:57:08,2047-09-02 09:57:08,ΗΠΕΙΡΟΥ,ΑΡΤΑΣ,ΚΕΝΤΡΙΚΩΝ ΤΖΟΥΜΕΡΚΩΝ,0.86,ΜΥΗΕ,2022-09,2022-35,6,30,299,1304
2022-02-03 00:00:00,ΑΔ-010009,2022-09-02 09:59:57,2047-09-02 09:59:57,ΣΤ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΑΜΦΙΚΛΕΙΑΣ - ΕΛΑΤΕΙΑΣ,0.98,ΜΥΗΕ,2022-09,2022-35,6,30,299,1304
2022-02-02 00:00:00,ΑΔ-010010,2022-09-02 10:01:04,2047-09-02 10:01:04,ΑΤΤΙΚΗΣ,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΜΕΓΑΡΕΩΝ,1.5,ΒΙΟΜΑΖΑ-ΚΑΥΣΗ,2022-09,2022-35,6,30,299,1304
2022-02-02 00:00:00,ΑΔ-010011,2022-09-02 10:18:02,2047-09-02 10:18:02,ΣΤ ΕΛΛΑΔΑΣ,ΕΥΡΥΤΑΝΙΑΣ,ΚΑΡΠΕΝΗΣΙΟΥ,0.89,ΜΥΗΕ,2022-09,2022-35,6,30,299,1304
2022-02-08 00:00:00,ΑΔ-010012,2022-09-02 10:25:14,2047-09-02 10:25:14,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΜΕΣΣΗΝΙΑΣ,ΤΡΙΦΥΛΙΑΣ,0.52,ΜΥΗΕ,2022-09,2022-35,6,29,299,1304
2022-02-10 00:00:00,ΑΔ-010025,2022-09-02 11:09:33,2047-09-02 11:09:33,ΣΤ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΚΑΜΕΝΩΝ ΒΟΥΡΛΩΝ,7.96824,ΦΩΤΟΒΟΛΤΑΪΚΑ,2022-09,2022-35,6,29,299,1304
2022-02-01 00:00:00,ΑΔ-010044,2022-09-02 13:08:30,2047-09-02 13:08:30,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,44.0,ΑΙΟΛΙΚΑ,2022-09,2022-35,7,30,299,1304
2022-02-08 00:00:00,ΑΔ-010054,2022-09-02 13:42:25,2047-09-02 13:42:25,Δ ΕΛΛΑΔΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΑΓΡΙΝΙΟΥ,1.0,ΜΥΗΕ,2022-09,2022-35,6,29,299,1304
2022-02-01 00:00:00,ΑΔ-010056,2022-09-02 13:45:15,2047-09-02 13:45:15,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΟΡΕΣΤΙΑΔΑΣ,99.99,ΦΩΤΟΒΟΛΤΑΪΚΑ,2022-09,2022-35,7,30,299,1304
2022-02-10 00:00:00,ΑΔ-010058,2022-09-02 04:55:00,2047-09-02 04:55:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,22.987,ΦΩΤΟΒΟΛΤΑΪΚΑ,2022-09,2022-35,6,29,299,1304
2022-02-10 00:00:00,ΑΔ-010109,2022-09-12 14:06:59,2047-09-12 14:06:59,Κ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΠΥΔΝΑΣ - ΚΟΛΙΝΔΡΟΥ,4.0,ΒΙΟΜΑΖΑ-ΚΑΥΣΗ,2022-09,2022-37,7,30,299,1304
2022-02-10 00:00:00,ΑΔ-010111,2022-09-14 07:11:49,2047-09-14 07:11:49,ΘΕΣΣΑΛΙΑΣ,ΤΡΙΚΑΛΩΝ,ΜΕΤΕΩΡΩΝ,0.27,ΜΥΗΕ,2022-09,2022-37,7,30,299,1304
2001-02-19 00:00:00,ΑΔ-00215,2001-12-04 00:00:00,2026-12-04 00:00:00,ΑΤΤΙΚΗΣ,ΠΕΙΡΑΙΩΣ,ΤΡΟΙΖΗΝΙΑΣ,16.1,ΑΙΟΛΙΚΑ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00216,2001-12-04 00:00:00,2026-12-04 00:00:00,Β ΑΙΓΑΙΟΥ,ΛΕΣΒΟΥ,ΔΥΤΙΚΗΣ ΛΕΣΒΟΥ,4.8,ΑΙΟΛΙΚΑ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00217,2001-12-04 00:00:00,2026-12-04 00:00:00,ΑΤΤΙΚΗΣ,ΠΕΙΡΑΙΩΣ,ΤΡΟΙΖΗΝΙΑΣ,11.05,ΑΙΟΛΙΚΑ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00218,2001-12-04 00:00:00,2026-12-04 00:00:00,Β ΑΙΓΑΙΟΥ,ΛΕΣΒΟΥ,ΔΥΤΙΚΗΣ ΛΕΣΒΟΥ,4.2,ΑΙΟΛΙΚΑ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00247,2001-12-27 00:00:00,2026-12-27 00:00:00,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΚΕΦΑΛΛΗΝΙΑΣ,ΑΡΓΟΣΤΟΛΙΟΥ,20.0,ΑΙΟΛΙΚΑ,2001-12,2001-52,10,44,299,1304
2001-07-09 00:00:00,ΑΔ-00338,2002-07-18 00:00:00,2027-07-18 00:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ - ΕΥΡΥΤΑΝΙΑΣ,ΜΑΚΡΑΚΩΜΗΣ - ΚΑΡΠΕΝΗΣΙΟΥ,10.8,ΑΙΟΛΙΚΑ,2002-07,2002-28,12,53,299,1304
2001-07-09 00:00:00,ΑΔ-00347,2002-07-18 00:00:00,2027-07-18 00:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΕΥΡΥΤΑΝΙΑΣ - ΦΘΙΩΤΙΔΑΣ,ΚΑΡΠΕΝΗΣΙΟΥ - ΜΑΚΡΑΚΩΜΗΣ,18.9,ΑΙΟΛΙΚΑ,2002-07,2002-28,12,53,299,1304
2001-08-21 00:00:00,ΑΔ-00385,2002-12-03 00:00:00,2027-12-03 00:00:00,Δ ΕΛΛΑΔΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΝΑΥΠΑΚΤΙΑΣ,27.6,ΑΙΟΛΙΚΑ,2002-12,2002-48,15,67,299,1304
2001-07-09 00:00:00,ΑΔ-00392,2002-12-03 00:00:00,2027-12-03 00:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΕΥΡΥΤΑΝΙΑΣ - ΦΘΙΩΤΙΔΑΣ,ΚΑΡΠΕΝΗΣΙΟΥ - ΜΑΚΡΑΚΩΜΗΣ,23.4,ΑΙΟΛΙΚΑ,2002-12,2002-48,16,73,299,1304
2002-06-20 00:00:00,ΑΔ-00557,2003-09-15 00:00:00,2028-09-15 00:00:00,ΙΟΝΙΩΝ ΝΗΣΩΝ,ΚΕΦΑΛΛΗΝΙΑΣ,ΣΑΜΗΣ,34.5,ΑΙΟΛΙΚΑ,2003-09,2003-37,14,64,300,1304
2005-02-23 00:00:00,ΑΔ-00823,2005-07-20 00:00:00,2030-07-20 00:00:00,ΑΤΤΙΚΗΣ,ΠΕΙΡΑΙΩΣ,ΤΡΟΙΖΗΝΙΑΣ,20.0,ΑΙΟΛΙΚΑ,2005-07,2005-29,4,21,299,1304
2005-02-23 00:00:00,ΑΔ-00871,2005-12-14 00:00:00,2030-12-14 00:00:00,ΑΤΤΙΚΗΣ,ΠΕΙΡΑΙΩΣ,ΤΡΟΙΖΗΝΙΑΣ,20.0,ΑΙΟΛΙΚΑ,2005-12,2005-50,9,42,299,1304
2005-08-08 00:00:00,ΑΔ-00988,2006-10-16 00:00:00,2021-10-16 00:00:00,"ΠΕΛΟΠΟΝΝΗΣΟΥ, ΑΤΤΙΚΗΣ","ΑΡΓΟΛΙΔΑΣ, ΝΗΣΩΝ","ΕΠΙΔΑΥΡΟΥ, ΤΡΟΙΖΗΝΙΑΣ- ΜΕΘΑΝΩΝ",9.0,ΑΙΟΛΙΚΑ,2006-10,2006-42,14,62,180,782
2005-07-04 00:00:00,ΑΔ-01023,2006-12-06 00:00:00,2031-12-06 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,"ΑΡΓΟΛΙΔΑΣ, ΑΡΚΑΔΙΑΣ","ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ, ΤΡΙΠΟΛΗΣ",39.0,ΑΙΟΛΙΚΑ,2006-12,2006-49,17,74,299,1304
2007-04-05 00:00:00,ΑΔ-01070,2007-11-06 00:00:00,2032-11-05 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΚΑΔΙΑΣ,ΜΕΓΑΛΟΠΟΛΗΣ,10.99224,ΦΩΤΟΒΟΛΤΑΪΚΑ,2007-11,2007-45,7,30,299,1304
2007-04-05 00:00:00,ΑΔ-01071,2007-10-30 00:00:00,2032-10-29 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΚΑΔΙΑΣ,ΜΕΓΑΛΟΠΟΛΗΣ,38.99448,ΦΩΤΟΒΟΛΤΑΪΚΑ,2007-10,2007-44,6,29,299,1304
2004-12-06 00:00:00,ΑΔ-01215,2009-04-24 00:00:00,2034-04-24 00:00:00,Κ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,12.6,ΑΙΟΛΙΚΑ,2009-04,2009-16,52,228,299,1304
2006-05-04 00:00:00,ΑΔ-01716,2010-09-29 00:00:00,2035-09-29 00:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΛΕΒΑΔΕΩΝ,6.0,ΑΙΟΛΙΚΑ,2010-09,2010-39,52,229,299,1304
2007-04-05 00:00:00,ΑΔ-01729,2010-09-29 00:00:00,2035-09-29 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ - ΑΤΤΙΚΗΣ,ΚΟΡΙΝΘΙΑΣ -  ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΛΟΥΤΡΑΚΙΟΥ - ΠΕΡΑΧΩΡΑΣ - ΑΓΙΩΝ ΘΕΟΔΩΡΩΝ - ΜΕΓΑΡΕΩΝ,2.3,ΑΙΟΛΙΚΑ,2010-09,2010-39,41,181,299,1304
2008-02-08 00:00:00,ΑΔ-01741,2010-09-29 00:00:00,2035-09-29 00:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΚΑΣΤΟΡΙΑΣ,ΚΑΣΤΟΡΙΑΣ,22.5,ΑΙΟΛΙΚΑ,2010-09,2010-39,31,137,299,1304
2005-06-30 00:00:00,ΑΔ-01783,2010-09-29 00:00:00,2035-09-29 00:00:00,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΚΕΑΣ - ΚΥΘΝΟΥ,ΚΕΑΣ,2.4,ΑΙΟΛΙΚΑ,2010-09,2010-39,62,273,299,1304
2009-02-09 00:00:00,ΑΔ-01900,2010-10-04 00:00:00,2035-10-04 00:00:00,ΗΠΕΙΡΟΥ,ΙΩΑΝΝΙΝΩΝ,"ΖΙΤΣΑΣ, ΠΩΓΩΝΙΟΥ",50.0,ΑΙΟΛΙΚΑ,2010-10,2010-40,19,86,299,1304
2008-02-08 00:00:00,ΑΔ-02085,2010-10-14 00:00:00,2035-10-14 00:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΓΡΕΒΕΝΩΝ,ΠΕΡΙΒΟΛΙΟΥ,0.836,ΜΥΗΕ,2010-10,2010-41,32,139,299,1304
2008-10-10 00:00:00,ΑΔ-02283,2010-12-03 00:00:00,2035-12-03 00:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΓΡΕΒΕΝΩΝ ,ΓΡΕΒΕΝΩΝ,1.089,ΜΥΗΕ,2010-12,2010-48,25,112,299,1304
2009-04-10 00:00:00,ΑΔ-02396,2011-02-04 00:00:00,2036-02-04 00:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,"ΒΟΪΟΥ, ΕΟΡΔΑΙΑΣ",38.0,ΑΙΟΛΙΚΑ,2011-02,2011-05,21,95,299,1304
2009-04-10 00:00:00,ΑΔ-02397,2011-02-04 00:00:00,2036-02-04 00:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,"ΒΟΪΟΥ, ΕΟΡΔΑΙΑΣ",34.0,ΑΙΟΛΙΚΑ,2011-02,2011-05,21,95,299,1304
2009-12-09 00:00:00,ΑΔ-02449,2011-02-25 00:00:00,2036-02-25 00:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΒΟΪΟΥ,13.2,ΑΙΟΛΙΚΑ,2011-02,2011-08,14,63,299,1304
2009-12-09 00:00:00,ΑΔ-02450,2011-02-25 00:00:00,2036-02-25 00:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΚΑΣΤΟΡΙΑΣ - ΦΛΩΡΙΝΑΣ,ΚΑΣΤΟΡΙΑΣ  -ΑΜΥΝΤΑΙΟΥ,26.0,ΑΙΟΛΙΚΑ,2011-02,2011-08,14,63,299,1304
2010-02-10 00:00:00,ΑΔ-02679,2011-07-08 00:00:00,2036-07-07 00:00:00,ΗΠΕΙΡΟΥ,ΙΩΑΝΝΙΝΩΝ - ΘΕΣΠΡΩΤΙΑΣ,ΔΩΔΩΝΗΣ - ΣΟΥΛΙΟΥ,24.0,ΑΙΟΛΙΚΑ,2011-07,2011-27,16,73,299,1304
2010-10-08 00:00:00,ΑΔ-02706,2011-07-25 00:00:00,2036-07-24 00:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΟΡΧΟΜΕΝΟΥ,3.15146,ΦΩΤΟΒΟΛΤΑΪΚΑ,2011-07,2011-30,9,41,299,1304
2008-04-08 00:00:00,ΑΔ-03489,2015-04-21 00:00:00,2040-04-20 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ - ΑΡΚΑΔΙΑΣ,ΕΥΡΩΤΑ - ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ,13.8,ΑΙΟΛΙΚΑ,2015-04,2015-16,84,367,299,1304
2006-03-17 00:00:00,ΑΔ-03520,2015-12-01 00:00:00,2040-11-30 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ - ΚΟΡΙΝΘΙΑΣ,"ΝΑΥΠΛΙΕΩΝ - ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ, ΚΟΡΙΝΘΙΩΝ",44.0,ΑΙΟΛΙΚΑ,2015-12,2015-48,116,506,299,1304
2011-12-09 00:00:00,ΑΔ-03521,2015-12-01 00:00:00,2040-11-30 00:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΣΕΡΒΙΩΝ ,27.485,ΦΩΤΟΒΟΛΤΑΪΚΑ,2015-12,2015-48,47,207,299,1304
2012-06-08 00:00:00,ΑΔ-03523,2015-12-01 00:00:00,2040-11-30 00:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΣΕΡΒΙΩΝ ,16.397,ΦΩΤΟΒΟΛΤΑΪΚΑ,2015-12,2015-48,41,181,299,1304
2017-03-10 00:00:00,ΑΔ-03678,2018-06-18 00:00:00,2043-06-18 00:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΛΕΒΑΔΕΩΝ,9.9,ΑΙΟΛΙΚΑ,2018-06,2018-25,15,66,299,1304
2018-03-12 00:00:00,ΑΔ-03909,2019-12-13 00:00:00,2044-12-13 00:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΛΕΒΑΔΕΩΝ,4.1,ΑΙΟΛΙΚΑ,2019-12,2019-49,21,91,300,1304
2017-12-07 00:00:00,ΑΔ-03950,2020-01-15 00:00:00,2045-01-15 00:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,"ΑΛΙΑΡΤΟΥ - ΘΕΣΠΙΕΩΝ, ΘΗΒΑΙΩΝ",21.0,ΑΙΟΛΙΚΑ,2020-01,2020-02,25,109,300,1304
2017-12-11 00:00:00,ΑΔ-03953,2020-01-15 00:00:00,2045-01-15 00:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,"ΑΛΙΑΡΤΟΥ - ΘΕΣΠΙΕΩΝ, ΘΗΒΑΙΩΝ",0.5,ΑΙΟΛΙΚΑ,2020-01,2020-02,25,109,300,1304
2018-03-12 00:00:00,ΑΔ-03955,2020-01-15 00:00:00,2020-01-15 00:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,4.1,ΑΙΟΛΙΚΑ,2020-01,2020-02,22,96,0,0
2018-03-12 00:00:00,ΑΔ-03956,2020-01-15 00:00:00,2020-01-15 00:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,4.1,ΑΙΟΛΙΚΑ,2020-01,2020-02,22,96,0,0
2018-03-12 00:00:00,ΑΔ-03957,2020-01-15 00:00:00,2020-01-15 00:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,4.1,ΑΙΟΛΙΚΑ,2020-01,2020-02,22,96,0,0
2017-12-11 00:00:00,ΑΔ-03966,2020-01-15 00:00:00,2045-01-15 00:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΑΛΙΑΡΤΟΥ - ΘΕΣΠΙΕΩΝ,0.5,ΑΙΟΛΙΚΑ,2020-01,2020-02,25,109,300,1304
2018-03-13 00:00:00,ΑΔ-03967,2020-01-15 00:00:00,2045-01-15 00:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΦΩΚΙΔΑΣ,ΔΩΡΙΔΟΣ,3.3,ΑΙΟΛΙΚΑ,2020-01,2020-02,22,96,300,1304
2018-06-11 00:00:00,ΑΔ-04250,2020-04-09 00:00:00,2045-04-09 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,3.57,ΑΙΟΛΙΚΑ,2020-04,2020-14,21,95,300,1304
2018-12-10 00:00:00,ΑΔ-06182,2020-10-13 00:00:00,2045-10-13 18:00:00,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,5.0,ΑΙΟΛΙΚΑ,2020-10,2020-41,22,96,300,1304
2018-12-10 00:00:00,ΑΔ-06183,2020-10-13 00:00:00,2045-10-13 18:00:00,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,5.0,ΑΙΟΛΙΚΑ,2020-10,2020-41,22,96,300,1304
2019-03-12 00:00:00,ΑΔ-06253,2020-10-14 00:00:00,2045-10-14 18:00:00,ΑΤΤΙΚΗΣ,ΝΗΣΩΝ,"ΠΟΡΟΥ,ΤΡΟΙΖΗΝΙΑΣ - ΜΕΘΑΝΩΝ",4.2,ΑΙΟΛΙΚΑ,2020-10,2020-41,19,83,300,1304
2019-09-09 00:00:00,ΑΔ-06455,2020-11-19 00:00:00,2045-11-19 18:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,5.02992,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-11,2020-46,14,62,300,1304
2019-12-10 00:00:00,ΑΔ-06461,2020-11-20 00:00:00,2045-11-20 18:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΓΡΕΒΕΝΩΝ,ΓΡΕΒΕΝΩΝ,10.0068,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-11,2020-46,11,49,300,1304
2019-12-10 00:00:00,ΑΔ-06462,2020-11-20 00:00:00,2045-11-20 18:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΓΡΕΒΕΝΩΝ,ΓΡΕΒΕΝΩΝ,17.5122,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-11,2020-46,11,49,300,1304
2019-12-10 00:00:00,ΑΔ-06463,2020-11-20 00:00:00,2045-11-20 18:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΓΡΕΒΕΝΩΝ,ΓΡΕΒΕΝΩΝ,19.9914,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-11,2020-46,11,49,300,1304
2019-12-10 00:00:00,ΑΔ-06464,2020-11-20 00:00:00,2045-11-20 18:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΓΡΕΒΕΝΩΝ,ΓΡΕΒΕΝΩΝ,12.4475,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-11,2020-46,11,49,300,1304
2019-12-10 00:00:00,ΑΔ-06465,2020-11-20 00:00:00,2045-11-20 18:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΓΡΕΒΕΝΩΝ,"ΒΕΝΤΖΙΟΥ, ΔΕΣΚΑΤΗΣ",10.00725,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-11,2020-46,11,49,300,1304
2019-03-12 00:00:00,ΑΔ-06542,2020-11-26 00:00:00,2045-11-26 18:00:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,6.0,ΑΙΟΛΙΚΑ,2020-11,2020-47,20,89,300,1304
2019-03-12 00:00:00,ΑΔ-06572,2020-11-30 00:00:00,2045-11-30 18:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΚΟΖΑΝΗΣ,30.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2020-11,2020-48,20,89,300,1304
2019-12-09 00:00:00,ΑΔ-07106,2021-02-17 00:00:00,2046-02-17 18:00:00,Δ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΕΟΡΔΑΙΑΣ,24.0,ΑΙΟΛΙΚΑ,2021-02,2021-07,14,62,300,1304
2022-02-10 00:00:00,ΑΔ-010025,2022-09-02 11:09:33,2047-09-02 11:09:33,ΣΤ ΕΛΛΑΔΑΣ,ΦΘΙΩΤΙΔΑΣ,ΚΑΜΕΝΩΝ ΒΟΥΡΛΩΝ,6.1503,ΦΩΤΟΒΟΛΤΑΪΚΑ,2022-09,2022-35,6,29,299,1304
2022-02-01 00:00:00,ΑΔ-010044,2022-09-02 13:08:30,2047-09-02 13:08:30,ΑΝ ΜΑΚΕΔΟΝΙΑΣ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,"ΑΡΡΙΑΝΩΝ, ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ",44.0,ΑΙΟΛΙΚΑ,2022-09,2022-35,7,30,299,1304
2022-02-10 00:00:00,ΑΔ-010058,2022-09-02 04:55:00,2047-09-02 04:55:00,ΣΤ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,9.99768,ΦΩΤΟΒΟΛΤΑΪΚΑ,2022-09,2022-35,6,29,299,1304
2022-02-10 00:00:00,ΑΔ-010113,2022-10-26 00:00:00,2047-10-26 00:00:00,ΗΠΕΙΡΟΥ,ΙΩΑΝΝΙΝΩΝ,"ΖΙΤΣΑΣ,ΠΩΓΩΝΙΟΥ",0.93,ΜΥΗΕ,2022-10,2022-43,8,36,299,1304
